bookId,bookName,bookDetailId,bookReferenceId,author,publicationDate,pages,languages,fileSize,fileFormat,category,driveDirectory,bookDescription,images,linkDownload,state,driveFileId,driveFileName
b774aa85-3bd6-43ec-8f71-5f1c975bf2ba,Cloud Native Go,4e3ebcbe-e1cc-4c21-80b8-b8b5a99c9d74,b774aa85-3bd6-43ec-8f71-5f1c975bf2ba,"Dan Nemeth, Kevin Hoffman",2017,256,English,26.1 MB,PDF,"Networks, Protocols & APIs",,"The Complete Guide to Building Cloud-Based Services
Cloud Native Go shows developers how to build massive cloud applications that meet the insatiable demands of today’s customers, and will dynamically scale to handle virtually any volume of data, traffic, or users.
Kevin Hoffman and Dan Nemeth describe the modern cloud-native application in detail, illuminating factors, disciplines, and habits associated with rapid, reliable cloud-native development. They also introduce Go, a “simply elegant” high-performance language that is especially well-suited for cloud development.
You’ll walk through creating microservices in Go, adding front-end web components using ReactJS and Flux, and mastering advanced Go-based cloud-native techniques. Hoffman and Nemeth show how to build a continuous delivery pipeline with tools like Wercker, Docker, and Dockerhub; automatically push apps to leading platforms; and systematically monitor app performance in production.
",http://www.allitebooks.com/wp-content/uploads/2017/01/The-Complete-Guide-to-Building-Cloud-Based-Services.jpg,http://file.allitebooks.com/20170110/Cloud%20Native%20Go.pdf,COMPLETED,1Aplie0GLKtox3O_tmPM43HwBKvAEA61a,Cloud Native Go
3d7b0e3e-eb4e-4011-92da-6fadab433f87,Beginning Progressive Web App Development,4e835582-c6e5-40b1-ba15-b97f61021cca,3d7b0e3e-eb4e-4011-92da-6fadab433f87,Dennis Sheppard,2017,266,English,10.6 MB,PDF,Programming,,"Build fast, reliable web applications using the latest web development technologies. This book provides step-by-step learning through the process of transforming a “traditional” web app into a high-performing progressive web app, leveraging principles and lessons taught throughout the book. You will learn to improve the performance, reliability, reach, and user engagement of mobile web applications through the use of specific, practical examples.
Because most non-trivial web applications developed today use JavaScript frameworks, you will learn about the most popular frameworks offering a PWA right out of the box, including React, Preact, Vue.js, Angular, and Ionic. You also will learn which tools to enlist to measure your application’s performance, such as Google’s Lighthouse.
Beginning Progressive Web App Development includes best practices to make your app work even when an end user has a poor or no Internet connection, and to send notifications and reminders with the Notification and Push APIs to keep your users engaged. You will come away with an understanding of the technologies?application shells, server push technology, and caching?that will allow you to rapidly deliver content to your users.
As important as it is to provide mobile users with a great experience, the principles of PWAs are not limited to smartphones. Most of what you will learn in this book is directly applicable to web applications on all screen sizes.
What You’ll Learn
Who This Book Is For
Web developers with prior JavaScript experience
",http://www.allitebooks.com/wp-content/uploads/2018/01/Beginning-Progressive-Web-App-Development.jpg,http://file.allitebooks.com/20180113/Beginning%20Progressive%20Web%20App%20Development.pdf,COMPLETED,19WcHzvabCVLblMuvkaCAN-8xcSQTuDlr,Beginning Progressive Web App Development
c78f7277-11ec-4664-a973-2acdac4691bd,Learning React Native,4ea6ecf6-bedf-4dcf-a069-8562a26ef45c,c78f7277-11ec-4664-a973-2acdac4691bd,Bonnie Eisenman,2015,200,English,15.91 MB,PDF,JavaScript,,"Get a practical introduction to React Native, the JavaScript framework for writing and deploying fully featured mobile apps that look and feel native. With this hands-on guide, you’ll learn how to build applications that target iOS, Android, and other mobile platforms instead of browsers. You’ll also discover how to access platform features such as the camera, user location, and local storage.
With code examples and step-by-step instructions, author Bonnie Eisenman shows web developers and frontend engineers how to build and style interfaces, use mobile components, and debug and deploy apps. Along the way, you’ll build several increasingly sophisticated sample apps with React Native before putting everything together at the end.
",http://www.allitebooks.com/wp-content/uploads/1450/995671cf1be1f54.jpeg,http://file.allitebooks.com/20151216/Learning%20React%20Native.pdf,COMPLETED,1g7M73xnRT1oi89hr3_f4pPVBu1gWw2Ba,Learning React Native
dcc31857-5082-4672-a86f-ecff60734dd5,"Android Programming, 3rd Edition",4ec62f7b-34a3-4142-8df7-b5391e45186a,dcc31857-5082-4672-a86f-ecff60734dd5,"Bill Phillips, Chris Stewart",2017,2464,English,51.3 MB,PDF,Android,,"

",http://www.allitebooks.com/wp-content/uploads/2017/02/Android-Programming-3rd-Edition.jpg,"http://file.allitebooks.com/20170225/Android%20Programming,%203rd%20Edition.pdf",COMPLETED,12aACbOv53VVfTFEBvLDabYWcLknAqYsZ,"Android Programming, 3rd Edition"
6c70b08d-0da2-4f29-b5f8-ea6af2d891a2,"Hacking: Basic Security, Penetration Testing and How to Hack",4ed103c2-3025-42c4-9d67-25612dd72f12,6c70b08d-0da2-4f29-b5f8-ea6af2d891a2,Isaac Sharpe,2015,132,English,0.46 MB,PDF,Security,,"Do You Want To Learn How to Hack? Have you always wanted to hack? Do you want to learn more about hacking? Are you interested in the basics of hacking and successful at it? This easy guide will help transform and increase your hacking skill set. You’ll be excited to see your skills improve drastically and effectively whenever your hacking. Hurry! Scroll to the top and “BUY” your copy today!
",http://www.allitebooks.com/wp-content/uploads/1446/87563ab141575d3.jpeg,"http://file.allitebooks.com/20151105/Hacking%20Basic%20Security,%20Penetration%20Testing%20and%20How%20to%20Hack.pdf",COMPLETED,1OcddJx6ij5ZbamottQXo3Sd3Lf-WpTrM,"Hacking: Basic Security, Penetration Testing and How to Hack"
f7093b21-6828-41cd-be2c-3a276a47dc60,Pro MongoDB Development,4ee55532-cc10-4b08-9609-6a77c54ee8f8,f7093b21-6828-41cd-be2c-3a276a47dc60,Deepak Vohra,2015,481,English,36.7 MB,PDF,MongoDB,,"


",http://www.allitebooks.com/wp-content/uploads/2017/03/Pro-MongoDB-Development.jpg,http://file.allitebooks.com/20170228/Pro%20MongoDB%20Development.pdf,COMPLETED,1aoxG3VbE46D2FJcJFHETRPeTCAtXzgC7,Pro MongoDB Development
33023a4c-1be6-4174-b38b-1b3a632bc01e,Learning Android Forensics,4f0ed590-e778-45be-a2e3-fb436e163108,33023a4c-1be6-4174-b38b-1b3a632bc01e,"Donnie Tindall, Rohit Tamma",2015,335,English,12.3 MB,PDF,Android,,"Many forensic examiners rely on commercial, push-button tools to retrieve and analyze data, even though there is no tool that does either of these jobs perfectly. This book will introduce you to the Android platform and its architecture, and provides a high-level overview of what Android  forensics entails. You will see how data is stored on Android devices and how to set up a digital forensic examination environment. Next, you will go through the various physical and logical techniques to extract data from devices to obtain forensic evidence. You will also learn how to reverse-engineer applications and forensically analyze the data with the help of various open source and commercial tools.
By the end of this book, you will have a complete understanding of the Android forensic process.
What You Will Learn
",http://www.allitebooks.com/wp-content/uploads/2017/03/Learning-Android-Forensics-400x494.jpg,http://file.allitebooks.com/20170318/Learning%20Android%20Forensics.pdf,COMPLETED,1siQ7Vsg6IfVCCbwR0NHcbIOxgrHRJl6K,Learning Android Forensics
4adcd73c-00d0-4032-9dc8-925fcb571559,SignalR Programming in Microsoft ASP.NET,4f5453f4-9190-44a7-801c-9016b265d814,4adcd73c-00d0-4032-9dc8-925fcb571559,Jose M. Aguilar,2014,272,English,17.3 MB,PDF,ASP.NET,,"Get definitive guidance on SignalR, a new library for ASP.NET developers that simplifies the process of adding real-time web functionality to your applications. Real-time web functionality enables server-side code to push content to connected clients instantly as it becomes available. With this book, Microsoft .NET developers familiar with HTML and JavaScript will gain the skills to add real-time and async communication features for web, desktop, and mobile phone applications.
",http://www.allitebooks.com/wp-content/uploads/1432/05555aaa77d695c.jpg,http://file.allitebooks.com/20150518/SignalR%20Programming%20in%20Microsoft%20ASP.NET.pdf,COMPLETED,1-Bzgb3JA2E_x-nRjyw_rjrcb-_9QZK_G,SignalR Programming in Microsoft ASP.NET
12474c46-9ec5-41db-b598-5742b5efdcc3,"Beginning Hibernate, 2nd Edition",4f9e9e10-f46d-44a9-9301-0661ecfb10ed,12474c46-9ec5-41db-b598-5742b5efdcc3,"Dave Minter, Jeff Linwood",2010,400,English,6.6 MB,PDF,Java,,"Beginning Hibernate, Second Edition is ideal if you’re experienced in Java with databases (the traditional, or connected, approach), but new to open-source, lightweight Hibernate – the de facto object-relational mapping and database-oriented application development framework.
This book packs in information about the release of the Hibernate 3.5 persistence layer and provides a clear introduction to the current standard for object-relational persistence in Java. And since the book keeps its focus on Hibernate without wasting time on nonessential third-party tools, you’ll be able to immediately start building transaction-based engines and applications.
",http://www.allitebooks.com/wp-content/uploads/1431/51554da1d9542ea.jpg,"http://file.allitebooks.com/20150508/Beginning%20Hibernate,%202nd%20Edition.pdf",COMPLETED,1XGp0Xt20UO3rTIp90FDXYx6W6PZAhyfX,"Beginning Hibernate, 2nd Edition"
f8e881e6-a8fe-4e45-a240-a0091c678060,Responsive Web Design with jQuery,50079e70-4709-4629-8a77-e56018c9eb85,f8e881e6-a8fe-4e45-a240-a0091c678060,Gilberto Carlos,2013,256,English,14.55 MB,PDF,"HTML, HTML5 & CSS PHP jQuery",,"Owing to the different types of devices that offer Internet browsing today, responsive web designing has become a booming area. The heightened use of CSS3 and JavaScript libraries such as jQuery has led to shorter responsive web design times. You can now create a responsive website swiftly that works richly in any device a user might possess.
“Responsive Web Design with jQuery” is a practical book focused on saving your development time using the useful jQuery plugins made by the frontend community. Follow the chapters, and learn to design and augment a responsive web design with HTML5 and CSS3. The book presents a practical know how of these new technologies and techniques that are set to be the future of frontend web development.
This book helps you implement the concept of responsive web design in clear, gradual, and consistent steps, demonstrating each solution, and driving you to practice it and avoid common mistakes.
You will learn how to build a responsive website; right from its structure, conception, and adapting it to screen device width. We will also take a look at different types of menu navigation and how to convert text, images, and tables so as as to display them graciously on different devices. Features such as the carousel slider and form elements will also be covered, including the testing phase and the measures to create correct fallbacks for old browsers.
With “Responsive Web Design with jQuery”, you will learn to create responsive websites quickly by using CSS3 and the incredible jQuery plugins. You will also learn to save your time by tailoring solutions created and tested by the community.
",http://www.allitebooks.com/wp-content/uploads/1456/1256c8fc687b018.jpeg,http://file.allitebooks.com/20160220/Responsive%20Web%20Design%20with%20jQuery.pdf,COMPLETED,1bYEvz-QBd0wUIX-wL_DJRVx16WEI8I1K,Responsive Web Design with jQuery
1ea3df8f-b270-4702-b78a-a7f040e1f982,Swift 2 by Example,504b5c01-cc7b-41bb-9379-75130103d4ec,1ea3df8f-b270-4702-b78a-a7f040e1f982,Giordano Scalzo,2016,406,English,12.7 MB,PDF,Swift,,"Swift is no longer the unripe language it was when launched by Apple at WWDC14, now it’s a powerful and ready-for-production programming language that has empowered most new released apps.
Swift is a user-friendly language with a smooth learning curve; it is safe, robust, and really flexible.
Swift 2 is more powerful than ever; it introduces new ways to solve old problems, more robust error handling, and a new programming paradigm that favours composition over inheritance.
Swift 2 by Example is a fast-paced, practical guide to help you learn how to develop iOS apps using Swift. Through the development of seven different iOS apps and one server app, you’ll find out how to use either the right feature of the language or the right tool to solve a given problem.
We begin by introducing you to the latest features of Swift 2, further kick-starting your app development journey by building a guessing game app, followed by a memory game. It doesn’t end there, with a few more apps in store for you: a to-do list, a beautiful weather app, two games: Flappy Swift and Cube Runner, and finally an ecommerce app to top everything off.
By the end of the book, you’ll be able to build well-designed apps, effectively use AutoLayout, develop videogames, and build server apps.
What you will learn
",http://www.allitebooks.com/wp-content/uploads/2016/12/Swift-2-by-Example-400x494.jpg,http://file.allitebooks.com/20161230/Swift%202%20by%20Example.pdf,COMPLETED,1AXaXFQtfb0Hag4NZFMBfxoN__hXV8Qe1,Swift 2 by Example
13fae611-d72b-4eab-8959-f90ea48f347a,Testing and Validation of Computer Simulation Models,508da55c-d66d-4dbd-8d95-45568613ac29,13fae611-d72b-4eab-8959-f90ea48f347a,David J. Murray-Smith,2015,252,English,5.28 MB,PDF,Computer Science,,"This must-read text/reference provides a practical guide to processes involved in the development and application of dynamic simulation models, covering a wide range of issues relating to testing, verification and validation. Illustrative example problems in continuous system simulation are presented throughout the book, supported by extended case studies from a number of interdisciplinary applications. Topics and features: provides an emphasis on practical issues of model quality and validation, along with questions concerning the management of simulation models, the use of model libraries, and generic models; contains numerous step-by-step examples; presents detailed case studies, often with accompanying datasets; includes discussion of hybrid models, which involve a combination of continuous system and discrete-event descriptions; examines experimental modeling approaches that involve system identification and parameter estimation; offers supplementary material at an associated website.
",http://www.allitebooks.com/wp-content/uploads/1444/0756196ef7ab919.jpeg,http://file.allitebooks.com/20151010/Testing%20and%20Validation%20of%20Computer%20Simulation%20Models.pdf,COMPLETED,1RkGpvCCHLnx2wFFpMRfqYiNeUmNcsNsn,Testing and Validation of Computer Simulation Models
39530982-4c27-4de8-86c6-076b520b89db,Learning WordPress REST API,50f5458b-b33d-4fc5-9869-3cf1614c2ad5,39530982-4c27-4de8-86c6-076b520b89db,Sufyan bin Uzayr,2016,209,English,4.7 MB,PDF,PHP Services & APIs,,"The WordPress REST API is a recent innovation that has the potential to unlock several new opportunities for WordPress developers. It can help you integrate with technologies outside of WordPress, as well as offer great flexibility when developing themes and plugins for WordPress. As such, the REST API can make developers’ lives easier.
The book begins by covering the basics of the REST API and how it can be used along with WordPress. Learn how the REST API interacts with WordPress, allowing you to copy posts and modify post metadata. Move on to get an understanding of taxonomies and user roles are in WordPress and how to use them with the WordPress REST API. Next, find out how to edit and process forms with AJAX and how to create custom routes and functions. You will create a fully-functional single page web app using a WordPress site and the REST API. Lastly, you will see how to deal with the REST API in future versions and will use it to interact it with third-party services.
By the end of the book, you will be able to work with the WordPress REST API to build web applications.
What You Will Learn
",http://www.allitebooks.com/wp-content/uploads/2016/08/Learning-WordPress-REST-API-400x494.jpg,http://file.allitebooks.com/20160818/Learning%20WordPress%20REST%20API.pdf,COMPLETED,1A5YezWYiHMeYm1I4qFFQeiwkhK_bo5kn,Learning WordPress REST API
79899260-7e66-4e77-afae-96f329ea1b64,Beginning PowerApps,51069feb-39a7-4a0d-a2ce-cc48881efd31,79899260-7e66-4e77-afae-96f329ea1b64,Tim Leung,2017,376,English,19.2 MB,PDF,.NET Hardware & DIY,,"Build mobile apps that specifically target your company’s unique business needs, with the same ease of writing a simple spreadsheet! With this book, you will build business apps designed to work with your company’s systems and databases, without having to enlist the expertise of costly, professionally trained software developers.
In Beginning PowerApps, author and business applications expert Tim Leung guides you step-by-step through the process of building your own mobile app. He assumes no technical background, although if you have worked with Excel, you are one step closer. He guides you through scenarios, such as what to do if you have existing databases with complex data structures and how to write screens that can connect to those data. You will come away with an understanding of how to set up screen navigation, manipulate data from within apps, and write solutions to perform specific tasks.
What You’ll Learn
Who This Book Is For
Beginners and non-developers, and assumes no prior knowledge of PowerApps
",http://www.allitebooks.com/wp-content/uploads/2017/11/Beginning-PowerApps.jpg,http://file.allitebooks.com/20171129/Beginning%20PowerApps.pdf,COMPLETED,13CtZMZsiXtgtLv1yo5anok-rCvB0lNdU,Beginning PowerApps
c8893dac-0f5b-4562-9168-46aeee76dd38,The Well-Grounded Rubyist,51477615-37f2-4e0d-a30c-48f31b65c3a2,c8893dac-0f5b-4562-9168-46aeee76dd38,David A. Black,2009,520,English,11.1 MB,PDF,Ruby,,"The Well-Grounded Rubyist takes you from interested novice to proficient practitioner. It’s a beautifully written tutorial that begins with the basic steps to get your first Ruby program up and running and goes on to explore sophisticated topics like callable objects, reflection, and threading. Whether the topic is simple or tough, the book’s easy-to-follow examples and explanations will give you immediate confidence as you build your Ruby programming skills. The Well-Grounded Rubyist is a thoroughly revised and updated edition of the best-selling Ruby for Rails. In this new book, expert author David A. Black moves beyond Rails and presents a broader view of Ruby. It covers Ruby 1.9, and keeps the same sharp focus and clear writing that made Ruby for Rails stand out. Starting with the basics, The Well-Grounded Rubyist explains Ruby objects and their interactions from the ground up. In the middle chapters, the book turns to an examination of Ruby’s built-in, core classes, showing the reader how to manipulate strings, numbers, arrays, ranges, hashes, sets, and more. Regular expressions get attention, as do file and other I/O operations. Along the way, the reader is introduced to numerous tools included in the standard Ruby distribution–tools like the task manager Rake and the interactive Ruby console-based interpreter Irb–that facilitate Ruby development and make it an integrated and pleasant experience. The book encompasses advanced topics, like the design of Ruby’s class and module system, and the use of Ruby threads, taking even the new Rubyist deep into the language and giving every reader the foundations necessary to use, explore, and enjoy this unusually popular and versatile language. It’s no wonder one reader commented: “The technical depth is just right to not distract beginners, yet detailed enough for more advanced readers.”
",http://www.allitebooks.com/wp-content/uploads/1473/5657d7bd2ee5ce5.jpeg,http://file.allitebooks.com/20160913/The%20Well-Grounded%20Rubyist.pdf,COMPLETED,1TcXKSLsH4RhwSbEFpUicTIjz9XgpUk0_,The Well-Grounded Rubyist
8f8f737b-4e57-499b-96d2-2515531fb2b4,Javascript Testing Beginner’s Guide,516baffc-fffc-4d8f-9ce0-ec521e3e6dc9,8f8f737b-4e57-499b-96d2-2515531fb2b4,Liang Yuxian Eugene,2010,272,English,2.88 MB,PDF,JavaScript,,"This book is organized such that only the most essential information is provided to you in each chapter so as to maximize your learning. Examples and tutorials are given in an easy to follow, step-by-step manner so that you can see how the testing process is being carried out and how the code is being written. The source code also contains detailed explanation so that you know what the code is doing. Multiple screenshots are used in places that matter so that you have a visual sense of what is happening. Beginner JavaScript developers looking for essential ways to write, test, and debug JavaScript for different purposes and situations.
",http://www.allitebooks.com/wp-content/uploads/1452/495698bb479377c.jpeg,http://file.allitebooks.com/20160115/Javascript%20Testing%20Beginner's%20Guide.pdf,COMPLETED,1NVpW8m90i_LNnXH-hP4CZKGUPA2ooxug,Javascript Testing Beginner’s Guide
21df6073-1999-4d27-83be-55560519056a,iOS 11 Swift Programming Cookbook,51805f13-fa6f-4ae4-b891-2778a6bf0d08,21df6073-1999-4d27-83be-55560519056a,Vandad Nahavandipoor,2017,648,English,36.7 MB,PDF,Swift,,"iOS 11, Swift 4, and Xcode 9 provide many new APIs for iOS developers. With this cookbook, you’ll learn more than 170 proven solutions for tackling the latest features in iOS 11 and watchOS 4, including new ways to use Swift and Xcode to make your day-to-day app development life easier. This collection of code-rich recipes also gets you up to speed on continuous delivery and continuous integration systems.
Ideal for intermediate and advanced iOS developers looking to work with the newest version of iOS, these recipes include reusable code on GitHub, so you can put them to work in your project right away.
Among the topics covered in this book:
",http://www.allitebooks.com/wp-content/uploads/2018/01/iOS-11-Swift-Programming-Cookbook.jpg,http://file.allitebooks.com/20180104/iOS%2011%20Swift%20Programming%20Cookbook.pdf,COMPLETED,1rRWHYlYZykn1bHagm_gSnkukzUagAeCl,iOS 11 Swift Programming Cookbook
b74e5021-4811-489c-a1e7-3970bc37594f,"Scala for the Impatient, 2nd Edition",51b50c2b-ab2f-4fb7-bbf5-fc02b39777f2,b74e5021-4811-489c-a1e7-3970bc37594f,Cay S. Horstmann,2016,384,English,15.5 MB,PDF,Java,,"Interest in the Scala programming language continues to grow for many reasons. Scala embraces the functional programming style without abandoning the object-oriented paradigm, and it allows you to write programs more concisely than in Java. Because Scala runs on the JVM, it can access any Java library and is interoperable with familiar Java frameworks. Scala also makes it easier to leverage the full power of concurrency.
Written for experienced Java, C++, or C# programmers who are new to Scala or functional programming, Scala for the Impatient, Second Edition, introduces the key Scala concepts and techniques you need in order to be productive quickly. It is the perfect introduction to the language, particularly for impatient readers who want to learn the fundamentals of Scala so they can start coding quickly. It doesn’t attempt to exhaustively list all the features of the language or make you suffer through long and contrived examples. Instead, carefully crafted examples and hands-on activities guide you through well-defined stages of competency, from basic to expert.
This revised edition has been thoroughly updated for Scala 2.12 and reflects current Scala usage. It includes added coverage of recent Scala features, including string interpolation, dynamic invocation, implicit classes, and futures. Scala is a big language, but you can use it effectively without knowing all of its details intimately. This title provides precisely the information that you need to get started in compact, easy-to-understand chunks.
Register your product at informit.com/register for convenient access to downloads, updates, and corrections as they become available.
",http://www.allitebooks.com/wp-content/uploads/2017/07/Scala-for-the-Impatient-2nd-Edition.jpg,"http://file.allitebooks.com/20170728/Scala%20for%20the%20Impatient,%202nd%20Edition.pdf",COMPLETED,1lJ96H5UjTT_eBHHOgHkOXj8OmNqMLgtc,"Scala for the Impatient, 2nd Edition"
7822d330-4be2-4c16-9d7d-62e33dd5d74f,Scratch Programming Playground,51b77d03-f38c-49db-9c14-4f38a7f269cf,7822d330-4be2-4c16-9d7d-62e33dd5d74f,Al Sweigart,2016,288,English,46.1 MB,PDF,Game Programming,,"Scratch, the colorful drag-and-drop programming language, is used by millions of first-time learners, and in Scratch Programming Playground, you’ll learn to program by making cool games. Get ready to destroy asteroids, shoot hoops, and slice and dice fruit!
Each game includes easy-to-follow instructions, review questions, and creative coding challenges to make the game your own. Want to add more levels or a cheat code? No problem, just write some code.
You’ll make games like:
Learning how to program shouldn’t be dry and dreary. With Scratch Programming Playground, you’ll make a game of it!
",http://www.allitebooks.com/wp-content/uploads/1474/1157e7d601159cb.jpg,http://file.allitebooks.com/20160925/Scratch%20Programming%20Playground.pdf,COMPLETED,10zjcjoSYhCWKO3-ToJhw2zQ-m4dlHAgT,Scratch Programming Playground
9af17e56-dd1e-45ee-9075-41dd67f47cf2,Building Microservices with ASP.NET Core,51cb2723-542f-4784-897e-8a7f9805879a,9af17e56-dd1e-45ee-9075-41dd67f47cf2,Kevin Hoffman,2017,232,English,4.2 MB,PDF,ASP.NET,,"At a time when nearly every vertical, regardless of domain, seems to need software running in the cloud to make money, microservices provide the agility and drastically reduced time to market you require. This hands-on guide shows you how to create, test, compile, and deploy microservices, using the ASP.NET Core free and open-source framework. Along the way, you’ll pick up good, practical habits for building powerful and robust services.
Building microservices isn’t about learning a specific framework or programming language; it’s about building applications that thrive in elastically scaling environments that don’t have host affinity, and that can start and stop at a moment’s notice. This practical book guides you through the process.
",http://www.allitebooks.com/wp-content/uploads/2017/09/Building-Microservices-with-ASP.NET-Core.jpg,http://file.allitebooks.com/20170911/Building%20Microservices%20with%20ASP.NET%20Core.pdf,COMPLETED,1Ny-nDZB64q6UJFPj3G4SDkoHMiUJAQG8,Building Microservices with ASP.NET Core
54ed65e6-6609-4be8-ae94-9450044b71d0,Mapbox Cookbook,5220feb0-452c-4c75-bbff-37201a9e3c97,54ed65e6-6609-4be8-ae94-9450044b71d0,Bill Kastanakis,2016,264,English,9.6 MB,PDF,Services & APIs,,"Maps are an essential element in today’s location aware applications. Right from displaying earth surface information to creating thematic maps displaying plethora of information, most of the developers lack the necessary knowledge to create customizable maps with combination of various tools and libraries. The MapBox platform is one such platform which offers all the tools and API required to create and publish a totally customizable map.
Starting with building your first map with the online MapBox Editor, we will take you all the way to building advanced web and mobile applications with totally customizable map styles. Through the course of chapters we’ll learn CartoCSS styling language and understand the various components of MapBox platform and their corresponding JavaScript API.
In the initial few chapters we will dive deeper into the TileMill and MapBox Studio components of MapBox and use them to generate custom styled map tiles and vector maps. Furthermore, we will publish these custom maps using PHP, node.js and third party tools like Geoserver.
We’ll also learn to create different visualizations and map styles like a choropleth map, a heat map and add user interactivity using a UFTGrid. Moving on, we dive into advanced concepts and focus on integration with third party services like Foursquare, Google FusionTables, CartoDB, and Torque to help you populate and even animate your maps.
In the final chapter we’ll learn to use the Mapbox SDK to create and publish interactive maps for the iOS platform. By the end of this book, you will learn about MapBox GL and how to create a fully functional, location-aware mobile app, using the maps styles created in the recipes.
What You Will Learn
",http://www.allitebooks.com/wp-content/uploads/2017/04/Mapbox-Cookbook-400x493.jpg,http://file.allitebooks.com/20170418/Mapbox%20Cookbook.pdf,COMPLETED,12LB7yf0oFgs6U3WmHGKkCNixna8YurDZ,Mapbox Cookbook
53212b67-6289-489a-a18e-574057881608,Social Data Visualization with HTML5 and JavaScript,527b65d0-0620-4689-b2e6-20bcde89b8a5,53212b67-6289-489a-a18e-574057881608,Simon Timms,2013,104,English,1.26 MB,PDF,"HTML, HTML5 & CSS",,"This book is a fast-paced guide full of step-by-step instructions that teach you how to visualize social data using HTML5 and JavaScript. This book is for developers who are excited about data and who want to share that excitement with others. Developers who are interested in the data which can be extracted from social networks will also find this book hugely beneficial. Readers should have a working knowledge of both JavaScript and HTML.
",http://www.allitebooks.com/wp-content/uploads/2016/03/Social-Data-Visualization-with-HTML5-and-JavaScript.jpg,http://file.allitebooks.com/20160303/Social%20Data%20Visualization%20with%20HTML5%20and%20JavaScript.pdf,COMPLETED,1T2jiZC38E-5W5l-d5tPD-1DrOLrTMGLn,Social Data Visualization with HTML5 and JavaScript
5919ca83-f5da-4ff5-bc1d-dfe0e5376aac,Instant InnoDB,52800084-e336-4405-a4cd-fd16848c1a6b,5919ca83-f5da-4ff5-bc1d-dfe0e5376aac,Matthew Reid,"February 1, 2013",88,English,1.14 MB,PDF,MySQL,,"InnoDB, the default storage engine for MySQL, is one of the most robust and commonly used in the world today. It can, however, be initially daunting to learn how to start implementing its features, and it can pose unique problems to the beginner user. This guide is written to address these problems.
“Instant InnoDB” addresses everything you need to know for the installation, configuration, load testing, analysis, and long term support of an InnoDB based database environment. If you’ve ever wanted to learn more about InnoDB but didn’t want to sit down with a formidably large or dry read, then the InnoDB Quick Reference Guide is your ideal companion.
“Instant InnoDB” guides you expertly through the initial setup and system requirements for getting up and running with a simple environment that can be used for the development and testing of the InnoDB engine.
After an in-depth look at basic and advanced configuration settings we delve into the internals of InnoDB that allow it to handle Multi-Version Concurrency Control and ACID transaction compliance. We will then dig deeper into advanced topics, such as memory buffer tuning methods and transaction log file handling. We’ll then cover typical approaches and solutions to monitoring the database and reporting on operational states.
By the end of the InnoDB Quick Reference Guide, we will have covered the common approaches to troubleshooting and error handling, as well as providing you with solutions to the most common architectural, administrative, and engineering related situations that arise when working with the InnoDB database engine.
",http://www.allitebooks.com/wp-content/uploads/2015/04/Instant-InnoDB.jpg,http://file.allitebooks.com/20150428/InnoDB.pdf,COMPLETED,1n1UdWJLvebG6-yrgTjFEvFwoRda359x2,Instant InnoDB
cc4329f8-cf43-467e-8e2d-d3a391f96835,"WordPress 24-Hour Trainer, 3rd Edition",52b5a3e2-8e38-4b31-bf6f-4fc8bb0860f9,cc4329f8-cf43-467e-8e2d-d3a391f96835,George Plumley,2015,456,English,31.1 MB,PDF,CMS,,"The easy, self-paced guide to the powerful WordPress platform WordPress 24-Hour Trainer, 3rd Edition provides a comprehensive, unique book-and-video package that focuses on the practical, everyday tasks you will face when creating and maintaining WordPress websites.
This easy-to-use, friendly guide will show you how to create and edit pages, integrate your site with social media, keep your site secure, make content more search engine friendly to help drive website traffic, troubleshoot the most common WordPress issues, and much more.
This updated edition of WordPress 24-Hour Trainer covers the latest features of WordPress 4.0 and 4.1 in an easy-to-use format:
WordPress 24-Hour Trainer, 3rd Edition is your perfect real-world guide to fully leveraging this powerful platform.
",http://www.allitebooks.com/wp-content/uploads/2016/04/WordPress-24-Hour-Trainer-3rd-Edition.jpg,"http://file.allitebooks.com/20160430/WordPress%2024-Hour%20Trainer,%203rd%20Edition.pdf",COMPLETED,1G0bn4Rieu9KSIMcmEVDh1xyOygQXAO5Q,"WordPress 24-Hour Trainer, 3rd Edition"
699c860e-1ec1-4fbb-8d61-dacecf3091d1,"Introduction to Design Patterns in C++ with Qt, 2nd Edition",52ba2ec0-7e8b-41b7-b2ac-69588ba26a78,699c860e-1ec1-4fbb-8d61-dacecf3091d1,"Alan Ezust, Paul Ezust",2011,768,English,12.2 MB,PDF,C & C++,,"This book fills a void between the many syntax-oriented programming texts that teach readers how to program in C++ with standard I/O (e.g., Deitel) and the relatively few books that assume a knowledge of OOP/C++ and emphasize GUI programming using higher-level frameworks (e.g., Blanchette). There are plenty of books on C++ programming but, with few exceptions, the user interface is constrained to either primitive terminal I/O, or closed-source, non-portable libraries (e.g., Microsoft Foundation Classes).
",http://www.allitebooks.com/wp-content/uploads/1431/48554f1d9b48d81.jpg,"http://file.allitebooks.com/20150510/Introduction%20to%20Design%20Patterns%20in%20C++%20with%20Qt,%202nd%20Edition.pdf",COMPLETED,1QWyS0xinGj3hkdUb53F84hOR_eMzyQf1,"Introduction to Design Patterns in C++ with Qt, 2nd Edition"
